id,rank,name,nat,age,birth,turned_pro,weight,height,plays,aces,double_faults,f_serve,f_serve_won,s_serve_won,break_faced,break_saved,serve_played,serve_won,serve_points_won,re_f_serve_won,re_s_serve_won,break_opp,break_conv,re_games_played,re_games_won,re_points_won,total_points_won,prize,prize_year,score,score_year,coach,place_birth,residence
71,72,DenisKudla,USA,26.0,1992.08.17,2010.0,79.0,180.0,"Right-Handed,Two-Handed",607.0,379.0,58.0,69.0,51.0,847.0,60.0,1388.0,76.0,62.0,26.0,49.0,663.0,41.0,1392.0,20.0,35.0,49.0,2126486,437711.0,39-69,9-9,DustinTaylor,"Kiev,Ukraine","Arlington,VA,USA"
72,73,GuillermoGarcia-Lopez,ESP,35.0,1983.06.04,2002.0,80.0,185.0,"Right-Handed,One-Handed",2279.0,2520.0,59.0,69.0,49.0,4768.0,59.0,7673.0,74.0,61.0,30.0,50.0,4568.0,40.0,7734.0,24.0,38.0,49.0,8021971,492137.0,291-341,16-20,JoseLuisAparisi,"LaRoda(Albacete),Spain","LaRoda(Albacete),Spain"
73,74,TaylorFritz,USA,20.0,1997.10.28,2015.0,86.0,193.0,"Right-Handed,Two-Handed",759.0,237.0,58.0,73.0,50.0,622.0,63.0,1164.0,80.0,63.0,26.0,49.0,595.0,36.0,1156.0,19.0,35.0,49.0,1412585,408892.0,43-48,14-12,"PaulAnnacone,DavidNainkin","RanchoSantaFe,CA,USA","PalosVerdes,CA,USA"
74,75,Pierre-HuguesHerbert,FRA,27.0,1991.03.18,2010.0,75.0,188.0,"Right-Handed,Two-Handed",1103.0,482.0,59.0,75.0,51.0,718.0,63.0,1503.0,82.0,65.0,25.0,45.0,588.0,36.0,1498.0,14.0,32.0,49.0,5173542,620665.0,48-66,18-15,"FabriceSantoro,BenjaminBalleret,JeanRochHerbert","Schiltigheim,France","Delemont,Switzerland"
75,76,DenisIstomin,UZB,31.0,1986.09.07,2004.0,88.0,188.0,"Right-Handed,Two-Handed",2749.0,739.0,65.0,71.0,51.0,2793.0,62.0,5229.0,80.0,64.0,27.0,48.0,2565.0,38.0,5203.0,19.0,35.0,50.0,5738709,385904.0,225-242,14-15,KlaudiyaIstomina,"Orenburg,Russia","Tashkent,Uzbekistan"
76,77,LukasLacko,SVK,30.0,1987.11.03,2005.0,87.0,188.0,"Right-Handed,Two-Handed",1298.0,535.0,59.0,71.0,50.0,1438.0,58.0,2593.0,77.0,63.0,25.0,47.0,1174.0,37.0,2618.0,17.0,34.0,48.0,3126238,344790.0,94-140,9-12,FilipHavaj,"Piestany,Slovakia","Bratislava,Slovakia"
77,78,AljazBedene,SLO,29.0,1989.07.18,2008.0,73.0,183.0,"Right-Handed,Two-Handed",1505.0,508.0,57.0,74.0,49.0,1263.0,58.0,2300.0,77.0,63.0,28.0,49.0,1214.0,38.0,2324.0,20.0,36.0,49.0,2822331,531300.0,90-103,20-16,NickCavaday,"Ljubljana,Slovenia","London,England"
78,79,MackenzieMcDonald,USA,23.0,1995.04.16,2016.0,73.0,178.0,"Right-Handed,Two-Handed",78.0,73.0,63.0,70.0,49.0,146.0,58.0,277.0,78.0,62.0,24.0,49.0,121.0,35.0,281.0,15.0,34.0,48.0,669396,404076.0,6-13,6-9,MatCloer,"Piedmont,CA,USA","Orlando,FL,USA"
79,80,EvgenyDonskoy,RUS,28.0,1990.05.09,2007.0,75.0,185.0,"Right-Handed,Two-Handed",697.0,318.0,58.0,70.0,51.0,1009.0,62.0,1678.0,77.0,62.0,26.0,46.0,774.0,33.0,1697.0,15.0,34.0,48.0,2431474,480931.0,49-97,13-18,BorisSobkin,"Moscow,Russia","Moscow,Russia"
80,81,MirzaBasic,BIH,27.0,1991.07.12,2012.0,88.0,188.0,"Right-Handed,Two-Handed",224.0,80.0,58.0,70.0,52.0,300.0,64.0,472.0,77.0,62.0,26.0,46.0,234.0,38.0,478.0,19.0,34.0,49.0,853303,349573.0,29-27,12-15,"DamirBasic,DanielMeyers","Sarajevo,Bosnia-Herzegovina","Sarajevo,Bosnia-Herzegovina"
81,82,MariusCopil,ROU,27.0,1990.10.17,2008.0,86.0,191.0,"Right-Handed,One-Handed",1004.0,290.0,57.0,75.0,52.0,553.0,63.0,1175.0,83.0,66.0,26.0,44.0,470.0,33.0,1179.0,13.0,33.0,49.0,1601012,423420.0,50-65,14-17,AndreiPavel,"Arad,Romania","Arad,Romania"
82,83,JozefKovalik,SVK,25.0,1992.11.04,,82.0,183.0,"Right-Handed,Two-Handed",111.0,71.0,61.0,69.0,51.0,224.0,62.0,368.0,77.0,62.0,28.0,49.0,199.0,38.0,368.0,21.0,37.0,49.0,741467,269177.0,14-21,7-6,BorisBorgula,"Bratislava,Slovakia","Bratislava,Slovakia"
83,84,MikhailKukushkin,KAZ,30.0,1987.12.26,2006.0,72.0,183.0,"Right-Handed,Two-Handed",876.0,423.0,60.0,67.0,51.0,2101.0,60.0,3138.0,73.0,60.0,28.0,51.0,1785.0,41.0,3192.0,23.0,37.0,49.0,4102585,427418.0,129-166,12-15,,"Volgograd,Russia","Astana,Kazakhstan"
84,85,JaumeMunar,ESP,21.0,1997.05.05,2014.0,78.0,180.0,"Right-Handed,Two-Handed",66.0,48.0,63.0,66.0,49.0,144.0,56.0,224.0,72.0,60.0,30.0,51.0,109.0,43.0,226.0,21.0,38.0,49.0,433587,290168.0,9-11,8-7,RafaNadalAcademy,"Santanyi,Mallorca,Spain","Santanyi,Mallorca,Spain"
85,86,AlexandrDolgopolov,UKR,29.0,1988.11.07,2006.0,71.0,180.0,"Right-Handed,Two-Handed",3148.0,1135.0,55.0,75.0,51.0,2565.0,60.0,5001.0,79.0,64.0,29.0,49.0,2770.0,40.0,5016.0,22.0,37.0,50.0,7125771,231436.0,221-201,5-5,StasKhmarskiy,"Kiev,Ukraine","MonteCarlo,Monaco"
86,87,JiriVesely,CZE,25.0,1993.07.10,2009.0,94.0,198.0,"Left-Handed,Two-Handed",1379.0,739.0,64.0,71.0,51.0,1327.0,62.0,2497.0,80.0,64.0,27.0,48.0,1277.0,38.0,2502.0,19.0,35.0,50.0,3445472,493955.0,99-116,14-14,TheodorDevoty,"Pribram,CzechRepublic","RasAlKhaimah,UAE"
87,88,VasekPospisil,CAN,28.0,1990.06.23,2007.0,88.0,193.0,"Right-Handed,Two-Handed",1955.0,763.0,57.0,76.0,51.0,1245.0,62.0,2672.0,82.0,65.0,26.0,44.0,1083.0,36.0,2637.0,15.0,33.0,49.0,5095792,320048.0,95-131,4-10,"DirkHordorff,RainerSchuettler","Vernon,Canada","Freeport,Bahamas"
88,89,LasloDjere,SRB,23.0,1995.06.02,2013.0,80.0,185.0,"Right-Handed,Two-Handed",165.0,129.0,60.0,70.0,50.0,291.0,64.0,447.0,77.0,62.0,29.0,47.0,238.0,32.0,449.0,17.0,36.0,49.0,621954,313042.0,17-22,10-14,BorisConkic,"Senta,Serbia","Senta,Serbia"
89,90,JaredDonaldson,USA,21.0,1996.10.09,2014.0,75.0,188.0,"Right-Handed,Two-Handed",663.0,425.0,52.0,74.0,51.0,712.0,57.0,1360.0,78.0,63.0,26.0,49.0,707.0,39.0,1370.0,20.0,36.0,49.0,2026567,569435.0,46-63,14-19,Jan-MichaelGambill,"Providence,RI,USA","Irvine,CA,USA"
90,91,YuichiSugita,JPN,29.0,1988.09.18,2006.0,72.0,175.0,"Right-Handed,Two-Handed",386.0,275.0,61.0,68.0,49.0,781.0,60.0,1248.0,75.0,61.0,26.0,49.0,634.0,38.0,1250.0,19.0,35.0,48.0,2131700,502782.0,47-71,8-21,BraenAneiros,"Sendai,Japan","Tokyo,Japan"
91,92,BradleyKlahn,USA,28.0,1990.08.20,2012.0,75.0,183.0,"Left-Handed,Two-Handed",193.0,135.0,62.0,69.0,48.0,269.0,57.0,422.0,73.0,61.0,27.0,43.0,175.0,35.0,423.0,14.0,33.0,47.0,897631,234957.0,7-22,3-4,"PeterLucassen,ChristianGroh","Poway,CA,USA","Poway,CA,USA"
92,93,MarcosBaghdatis,CYP,33.0,1985.06.17,2003.0,82.0,178.0,"Right-Handed,Two-Handed",4263.0,1905.0,53.0,75.0,52.0,3706.0,60.0,7320.0,80.0,64.0,30.0,50.0,4139.0,40.0,7338.0,23.0,38.0,51.0,8584079,434690.0,344-268,11-13,JuanSpina,"Limassol,Cyprus","Limassol,Cyprus"
93,94,PaoloLorenzi,ITA,36.0,1981.12.15,2003.0,77.0,183.0,"Right-Handed,Two-Handed",1006.0,689.0,58.0,69.0,49.0,1904.0,57.0,3067.0,73.0,61.0,28.0,48.0,1649.0,38.0,3097.0,20.0,36.0,48.0,4425015,352118.0,102-168,5-14,"WalterGrinovero,MartinRodriguez","Rome,Italy","Sarasota,FL,USA"
94,95,RaduAlbot,MDA,28.0,1989.11.11,2008.0,69.0,175.0,"Right-Handed,Two-Handed",183.0,254.0,65.0,64.0,49.0,713.0,57.0,1041.0,70.0,59.0,29.0,50.0,630.0,37.0,1031.0,23.0,37.0,48.0,1748717,434648.0,39-61,9-19,LiamSmith,"Chisinau,Moldova","Chisinau,Moldova"
95,96,YukiBhambri,IND,26.0,1992.07.04,2008.0,77.0,183.0,"Right-Handed,Two-Handed",76.0,112.0,64.0,64.0,49.0,231.0,51.0,369.0,69.0,58.0,30.0,50.0,228.0,43.0,376.0,26.0,38.0,48.0,852548,288143.0,26-27,4-8,"AdityaSachdeva,StephenKoon","NewDelhi,India","NewDelhi,India"
96,97,RobertoCarballesBaena,ESP,25.0,1993.03.23,2011.0,76.0,180.0,"Right-Handed,Two-Handed",172.0,197.0,61.0,68.0,50.0,424.0,59.0,680.0,74.0,61.0,28.0,51.0,362.0,43.0,691.0,23.0,38.0,50.0,915933,362278.0,26-33,13-16,MiguelSanchez,"Tenerife,Spain","Granada,Spain"
97,98,JasonKubler,AUS,25.0,1993.05.19,2011.0,74.0,178.0,"Right-Handed,Two-Handed",22.0,48.0,61.0,65.0,40.0,73.0,53.0,94.0,64.0,55.0,29.0,54.0,53.0,47.0,96.0,26.0,38.0,47.0,334295,172708.0,1-5,0-3,DesmondTyson,"Brisbane,Australia","Brisbane,Australia"
98,99,IlyaIvashka,BLR,24.0,1994.02.24,2013.0,83.0,191.0,"Right-Handed,Two-Handed",82.0,41.0,57.0,69.0,44.0,121.0,55.0,165.0,67.0,58.0,31.0,50.0,98.0,36.0,162.0,22.0,39.0,48.0,465223,273659.0,13-14,6-11,JoseCheca-Calvo,"Minsk,Belarus","Minsk,Belarus"
99,100,JurgenZopp,EST,30.0,1988.03.29,2008.0,88.0,191.0,"Right-Handed,Two-Handed",221.0,124.0,60.0,69.0,49.0,326.0,60.0,564.0,77.0,61.0,27.0,46.0,291.0,33.0,578.0,16.0,34.0,48.0,1058264,265025.0,26-37,8-5,KimTiilikainen,"Tallinn,Estonia","Tallinn,Estonia"
100,101,StanWawrinka,SUI,33.0,1985.03.28,2002.0,81.0,183.0,"Right-Handed,One-Handed",5036.0,1951.0,58.0,73.0,54.0,4554.0,63.0,9463.0,82.0,65.0,30.0,50.0,5457.0,39.0,9305.0,23.0,38.0,51.0,31378297,551484.0,476-275,11-13,MagnusNorman,"Lausanne,Switzerland","MonteCarlo,Monaco"
101,102,ViktorTroicki,SRB,32.0,1986.02.10,2006.0,86.0,193.0,"Right-Handed,Two-Handed",4077.0,1288.0,61.0,72.0,47.0,3572.0,60.0,6210.0,77.0,63.0,31.0,49.0,3605.0,41.0,6247.0,23.0,38.0,50.0,8373987,280369.0,287-261,5-11,BorisPashanski,"Belgrade,Serbia","MonteCarlo,Monaco"
102,103,TimSmyczek,USA,30.0,1987.12.30,2006.0,73.0,175.0,"Right-Handed,Two-Handed",528.0,318.0,62.0,66.0,50.0,1010.0,58.0,1523.0,72.0,60.0,28.0,49.0,820.0,38.0,1526.0,20.0,37.0,49.0,1896935,218035.0,42-80,6-10,DustinTaylor,"Milwaukee,WI,USA","Dallas,TX,USA"
103,104,RicardasBerankis,LTU,28.0,1990.06.21,2007.0,77.0,175.0,"Right-Handed,Two-Handed",759.0,587.0,56.0,71.0,51.0,1149.0,60.0,1998.0,77.0,62.0,26.0,49.0,1069.0,37.0,2027.0,19.0,36.0,49.0,2422741,256180.0,87-101,6-12,JanStoces,"Vilnius,Lithuania","Vilnius,Lithuania"
104,105,HugoDellien,BOL,25.0,1993.06.16,,75.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,196514,81706.0,10-7,2-1,,Trinidad,"Trinidad,Beni,Bolivia"
105,106,MikhailYouzhny,RUS,36.0,1982.06.25,1999.0,73.0,183.0,"Right-Handed,One-Handed",3491.0,2310.0,61.0,69.0,51.0,6195.0,61.0,10809.0,77.0,62.0,30.0,51.0,6612.0,41.0,10783.0,25.0,39.0,51.0,14190370,323708.0,498-414,6-16,BorisSobkin,"Moscow,Russia","Moscow,Russia"
106,107,MarcelGranollers,ESP,32.0,1986.04.12,2003.0,77.0,191.0,"Right-Handed,Two-Handed",1707.0,983.0,61.0,68.0,49.0,3057.0,57.0,5036.0,74.0,61.0,30.0,49.0,2942.0,40.0,5096.0,23.0,38.0,49.0,9665683,121658.0,193-236,4-2,JuanBalcells,"Barcelona,Spain","Barcelona,Spain"
107,108,JordanThompson,AUS,24.0,1994.04.20,2013.0,82.0,183.0,"Right-Handed,Two-Handed",307.0,162.0,61.0,69.0,47.0,441.0,59.0,683.0,73.0,60.0,29.0,48.0,361.0,38.0,680.0,20.0,36.0,48.0,1229959,233405.0,17-38,1-9,DesmondTyson,"Sydney,Australia","Sydney,Australia"
108,109,HubertHurkacz,POL,21.0,1997.02.11,2015.0,81.0,196.0,"Right-Handed,Two-Handed",58.0,27.0,60.0,70.0,52.0,82.0,72.0,120.0,81.0,63.0,28.0,42.0,46.0,39.0,117.0,15.0,33.0,49.0,306606,238675.0,4-14,3-7,,"Wroclaw,Poland","Wroclaw,Poland"
109,110,ThomasFabbiano,ITA,29.0,1989.05.26,2005.0,69.0,173.0,"Right-Handed,Two-Handed",107.0,189.0,64.0,63.0,48.0,485.0,53.0,694.0,67.0,58.0,29.0,51.0,435.0,37.0,708.0,22.0,38.0,48.0,1454752,421269.0,17-40,8-12,FabioGoriettiandFedericoTorresi,"Grottaglie,Italy","SanGiorgioJonico,Italy"
110,111,FedericoDelbonis,ARG,27.0,1990.10.05,2007.0,88.0,191.0,"Left-Handed,Two-Handed",822.0,715.0,60.0,70.0,52.0,1485.0,61.0,2623.0,78.0,63.0,29.0,50.0,1416.0,39.0,2642.0,21.0,37.0,50.0,3283123,433255.0,107-120,11-17,GustavoTavernini,"Azul,Argentina","Azul,Argentina"
111,112,CorentinMoutet,FRA,19.0,1999.04.19,2016.0,68.0,175.0,"Left-Handed,Two-Handed",29.0,51.0,67.0,63.0,46.0,112.0,54.0,154.0,66.0,58.0,25.0,50.0,78.0,36.0,157.0,18.0,35.0,46.0,325149,235290.0,3-9,3-9,LaurentRaymond,"Paris,France","Boulogne-Billancourt,France"
112,113,GuidoAndreozzi,ARG,27.0,1991.08.05,2010.0,77.0,183.0,"Right-Handed,Two-Handed",76.0,79.0,59.0,70.0,46.0,138.0,64.0,187.0,74.0,60.0,25.0,49.0,96.0,35.0,192.0,18.0,34.0,47.0,747864,220001.0,5-10,3-5,MarianoHood,"BuenosAires,Argentina","BuenosAires,Argentina"
113,114,AdrianMenendez-Maceiras,ESP,32.0,1985.10.28,2005.0,75.0,183.0,"Right-Handed,Two-Handed",95.0,47.0,61.0,66.0,49.0,168.0,58.0,247.0,71.0,60.0,25.0,47.0,95.0,39.0,252.0,15.0,33.0,47.0,1042963,99606.0,5-14,2-3,,"Marbella,Spain","Marbella,Spain"
114,115,JasonJung,TPE,29.0,1989.06.15,2011.0,69.0,180.0,"Right-Handed,Two-Handed",27.0,24.0,67.0,63.0,51.0,47.0,60.0,73.0,74.0,59.0,26.0,48.0,29.0,41.0,74.0,16.0,34.0,47.0,368246,134863.0,3-6,3-2,OliverMesserli,"Torrance,CA,USA","Torrance,CA,USA"
115,116,PedroSousa,POR,30.0,1988.05.27,2007.0,70.0,178.0,"Right-Handed,Two-Handed",19.0,22.0,74.0,57.0,42.0,102.0,51.0,124.0,60.0,53.0,34.0,53.0,81.0,41.0,129.0,26.0,40.0,47.0,416132,83964.0,11-10,2-2,RuiMachado,"Lisbon,Portugal","Lisbon,Portugal"
116,117,FelixAuger-Aliassime,CAN,18.0,2000.08.08,2017.0,84.0,191.0,"Right-Handed,Two-Handed",76.0,43.0,60.0,70.0,49.0,84.0,64.0,131.0,77.0,62.0,32.0,48.0,65.0,38.0,132.0,19.0,38.0,50.0,266528,171643.0,4-7,4-7,"GuillaumeMarx,FredericFontang","Montreal,Canada","Montreal,Canada"
117,118,ThiagoMonteiro,BRA,24.0,1994.05.31,2011.0,78.0,183.0,"Left-Handed,Two-Handed",263.0,159.0,64.0,70.0,51.0,445.0,61.0,791.0,78.0,63.0,25.0,46.0,343.0,41.0,787.0,18.0,33.0,49.0,837237,158955.0,29-41,10-10,CarlosMatosandJoaoZwetsch,"Fortaleza,Brazil","RiodeJaneiro,Brazil"
118,119,PeterPolansky,CAN,30.0,1988.06.15,2007.0,80.0,183.0,"Right-Handed,Two-Handed",198.0,142.0,59.0,68.0,50.0,374.0,59.0,561.0,72.0,60.0,26.0,48.0,286.0,37.0,574.0,18.0,35.0,48.0,1271437,281798.0,19-40,3-9,,"Toronto,Canada","Toronto,Canada"
119,120,MichaelMmoh,USA,20.0,1998.01.10,2016.0,85.0,185.0,"Right-Handed,Two-Handed",83.0,88.0,65.0,69.0,46.0,139.0,55.0,218.0,72.0,61.0,24.0,46.0,90.0,43.0,223.0,17.0,33.0,47.0,482249,194942.0,6-12,6-5,AlexanderWaske,"Riyadh,SaudiArabia","Bradenton,FL,USA"
120,121,LorenzoSonego,ITA,23.0,1995.05.11,2013.0,76.0,191.0,"Right-Handed,Two-Handed",63.0,29.0,63.0,70.0,48.0,84.0,58.0,146.0,76.0,62.0,23.0,49.0,64.0,34.0,146.0,15.0,32.0,48.0,319855,218135.0,4-6,4-5,GipoArbino,"Turin,Italy","Turin,Italy"
121,122,HenriLaaksonen,SUI,26.0,1992.03.31,2009.0,78.0,185.0,"Right-Handed,Two-Handed",246.0,227.0,59.0,70.0,48.0,354.0,59.0,545.0,73.0,61.0,29.0,50.0,299.0,43.0,554.0,23.0,38.0,49.0,767912,120083.0,26-34,4-4,VilleLiukko,"Lohja,Finland","Glattpark,Switzerland"
122,123,JuanIgnacioLondero,ARG,25.0,1993.08.15,2010.0,70.0,180.0,"Right-Handed,Two-Handed",4.0,7.0,59.0,60.0,61.0,23.0,48.0,37.0,68.0,61.0,24.0,50.0,15.0,47.0,37.0,19.0,33.0,47.0,273529,84228.0,0-3,0-1,AndresSchneiter,"JesusMaria,Argentina","BuenosAires,Argentina"
123,124,NicolasKicker,ARG,26.0,1992.08.16,2009.0,75.0,178.0,"Right-Handed,One-Handed",103.0,117.0,62.0,66.0,51.0,340.0,58.0,532.0,73.0,60.0,30.0,49.0,277.0,45.0,536.0,23.0,38.0,49.0,840342,274486.0,19-27,8-12,JuanPabloGandara,"Merlo,Argentina","Merlo,Argentina"
124,125,YannickMaden,GER,28.0,1989.10.28,2013.0,70.0,185.0,"Right-Handed,Two-Handed",22.0,28.0,63.0,63.0,51.0,101.0,55.0,149.0,70.0,58.0,31.0,48.0,98.0,37.0,151.0,24.0,38.0,48.0,282498,154652.0,4-8,3-6,"FidiBeutel,MarkusWislsperger","Stuttgart,Germany","Stuttgart,Germany"
125,126,PabloAndujar,ESP,32.0,1986.01.23,2003.0,76.0,180.0,"Right-Handed,Two-Handed",487.0,903.0,63.0,64.0,49.0,2388.0,57.0,3424.0,70.0,59.0,31.0,52.0,2220.0,40.0,3464.0,26.0,39.0,49.0,4605017,283980.0,124-178,7-7,CarlosCalderon,"Cuenca,Spain","Valencia,Spain"
126,127,GillesMuller,LUX,35.0,1983.05.09,2001.0,89.0,193.0,"Left-Handed,Two-Handed",5409.0,1449.0,61.0,78.0,50.0,2378.0,67.0,5231.0,85.0,67.0,24.0,45.0,2016.0,34.0,5185.0,13.0,32.0,50.0,5937874,502113.0,233-212,10-18,"BenjaminBalleret,AlexandreLisiecki","LuxembourgCity,Luxembourg","Reckange-sur-Mess,Luxembourg"
127,128,RubenBemelmans,BEL,30.0,1988.01.14,2006.0,75.0,183.0,"Left-Handed,Two-Handed",425.0,204.0,64.0,70.0,51.0,513.0,62.0,922.0,79.0,63.0,26.0,47.0,401.0,37.0,932.0,16.0,34.0,49.0,1747807,341177.0,27-52,5-11,FredHemmesandJohanVanHerck,"Genk,Belgium","Maasmechelen,Belgium"
128,129,YannickHanfmann,GER,26.0,1991.11.13,2015.0,86.0,193.0,"Right-Handed,Two-Handed",93.0,38.0,65.0,70.0,50.0,124.0,64.0,219.0,79.0,63.0,28.0,46.0,127.0,34.0,221.0,19.0,35.0,49.0,312051,118771.0,8-10,1-5,LarsUebel,"Karlsruhe,Germany","Munich,Germany"
129,130,ErnestsGulbis,LAT,30.0,1988.08.30,2004.0,88.0,193.0,"Right-Handed,Two-Handed",3970.0,1756.0,60.0,75.0,49.0,2685.0,64.0,5232.0,81.0,65.0,28.0,48.0,2667.0,38.0,5227.0,19.0,36.0,50.0,6814854,355449.0,230-215,4-4,PjotrsNecajevs,"Riga,Latvia","Jurmala,Latvia"
130,131,NicolasMahut,FRA,36.0,1982.01.21,2000.0,80.0,191.0,"Right-Handed,One-Handed",3040.0,1382.0,61.0,73.0,50.0,2453.0,61.0,4968.0,81.0,64.0,27.0,46.0,2213.0,38.0,4972.0,17.0,34.0,49.0,9465767,148438.0,175-219,4-6,"MichaelLlodra,NicolasCopin","Angers,France","Boulogne-Billancourt,France"
131,132,EliasYmer,SWE,22.0,1996.04.10,2014.0,79.0,183.0,"Right-Handed,Two-Handed",149.0,124.0,58.0,68.0,46.0,328.0,58.0,475.0,71.0,59.0,25.0,46.0,210.0,33.0,480.0,15.0,34.0,47.0,765196,214480.0,17-38,4-8,RobinSoderling,"Skara,Sweden","Stockholm,Sweden"
132,133,GeraldMelzer,AUT,28.0,1990.07.13,2007.0,80.0,188.0,"Left-Handed,Two-Handed",186.0,118.0,64.0,67.0,49.0,350.0,59.0,534.0,73.0,61.0,26.0,51.0,301.0,38.0,536.0,21.0,36.0,48.0,832251,129883.0,20-34,4-6,WernerEschauerandRolandBerger,"Vienna,Austria","Vienna,Austria"
133,134,RamkumarRamanathan,IND,23.0,1994.11.08,,77.0,188.0,"Right-Handed,Two-Handed",168.0,93.0,57.0,73.0,48.0,136.0,60.0,265.0,80.0,62.0,25.0,49.0,115.0,37.0,258.0,17.0,35.0,49.0,478640,161571.0,18-18,6-5,"JuanBalcells,SergioCasalandEmilioSanchez","Chennai,India","Barcelona,ESP&amp;Chennai,IND"
134,135,NoahRubin,USA,22.0,1996.02.21,2015.0,68.0,175.0,"Right-Handed,Two-Handed",78.0,63.0,62.0,67.0,54.0,173.0,62.0,268.0,75.0,62.0,22.0,49.0,106.0,38.0,267.0,15.0,33.0,48.0,478097,154493.0,7-14,4-5,CarlosBenatzky,"LongIsland,NY,USA","LongIsland,NY,USA"
135,136,StephaneRobert,FRA,38.0,1980.05.17,2001.0,77.0,185.0,"Right-Handed,Two-Handed",425.0,482.0,53.0,69.0,47.0,944.0,56.0,1364.0,69.0,59.0,29.0,51.0,749.0,40.0,1385.0,22.0,38.0,48.0,2390376,147137.0,38-73,1-1,RonanLafaix,"Montargis,France","Valletta,Malta"
136,137,IvoKarlovic,CRO,39.0,1979.02.28,2000.0,104.0,211.0,"Right-Handed,One-Handed",12936.0,2292.0,66.0,83.0,53.0,2503.0,71.0,9071.0,92.0,73.0,21.0,40.0,2595.0,30.0,9036.0,9.0,28.0,50.0,9207264,406084.0,357-323,11-16,MirkoPehar,"Zagreb,Croatia",GrandBahama
137,138,SergiyStakhovsky,UKR,32.0,1986.01.06,2003.0,80.0,193.0,"Right-Handed,One-Handed",2141.0,868.0,62.0,72.0,49.0,2234.0,61.0,4083.0,78.0,63.0,28.0,47.0,2039.0,36.0,4083.0,18.0,35.0,49.0,5072938,279861.0,167-202,3-5,,"Kiev,Ukraine","Kharkov,Ukraine"
138,139,UgoHumbert,FRA,20.0,1998.06.26,2016.0,71.0,188.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,96803,57667.0,0-0,0-0,"RaynaudCedric,GilbertRodolphe","Metz,France","Metz,France"
139,140,DennisNovak,AUT,25.0,1993.08.28,2011.0,80.0,183.0,"Right-Handed,Two-Handed",79.0,44.0,65.0,67.0,46.0,120.0,63.0,171.0,74.0,60.0,25.0,49.0,72.0,43.0,169.0,18.0,34.0,48.0,463519,236056.0,8-10,5-3,"GunterBresnik,WolfgangThiem","WienerNeustadt,Austria","Neufeld,Austria"
140,141,StefanoTravaglia,ITA,26.0,1991.12.28,2008.0,80.0,185.0,"Right-Handed,Two-Handed",153.0,71.0,52.0,74.0,50.0,122.0,61.0,218.0,78.0,62.0,29.0,44.0,104.0,43.0,215.0,21.0,35.0,49.0,484839,167663.0,4-10,3-6,FedericoTorresi,"AscoliPiceno,Italy","Foligno,Italy"
141,142,MarcoTrungelliti,ARG,28.0,1990.01.31,2008.0,78.0,180.0,"Right-Handed,Two-Handed",59.0,86.0,58.0,65.0,49.0,224.0,62.0,289.0,70.0,59.0,32.0,49.0,177.0,41.0,290.0,25.0,39.0,49.0,732985,189509.0,10-11,5-3,AlbertPortas&amp;GermanPuentes,"SantiagodelEstero,Argentina","Barcelona,Spain"
142,143,CasperRuud,NOR,19.0,1998.12.22,2015.0,77.0,183.0,"Right-Handed,Two-Handed",139.0,70.0,66.0,69.0,50.0,196.0,64.0,335.0,79.0,62.0,25.0,49.0,164.0,40.0,336.0,20.0,35.0,49.0,532160,266509.0,17-20,8-8,PedroRico,"Oslo,Norway","Oslo,Norway"
143,144,SimoneBolelli,ITA,32.0,1985.10.08,2003.0,83.0,183.0,"Right-Handed,One-Handed",1136.0,394.0,66.0,69.0,53.0,1737.0,61.0,3298.0,79.0,64.0,26.0,46.0,1413.0,37.0,3305.0,16.0,34.0,49.0,4952115,156971.0,122-162,5-4,EduardoInfantino,"Bologna,Italy","MonteCarlo,Monaco"
144,145,LloydHarris,RSA,21.0,1997.02.24,2015.0,80.0,196.0,"Right-Handed,Two-Handed",13.0,6.0,57.0,75.0,44.0,10.0,50.0,19.0,74.0,62.0,13.0,38.0,1.0,100.0,21.0,5.0,20.0,42.0,146595,66389.0,9-5,1-1,AnthonyHarris,"CapeTown,SouthAfrica","CapeTown,SouthAfrica"
145,146,MarceloArevalo,ESA,27.0,1990.10.17,2012.0,86.0,191.0,"Right-Handed,Two-Handed",2.0,3.0,63.0,69.0,44.0,8.0,63.0,10.0,70.0,60.0,30.0,29.0,3.0,0.0,10.0,0.0,29.0,46.0,430707,64897.0,22-19,2-2,RafaelArevalo,"Sonsonate,ElSalvador","Sonsonate,ElSalvador"
146,147,GastaoElias,POR,27.0,1990.11.24,2008.0,76.0,183.0,"Right-Handed,Two-Handed",264.0,201.0,52.0,69.0,50.0,536.0,57.0,785.0,71.0,60.0,31.0,46.0,425.0,41.0,802.0,22.0,37.0,49.0,1144659,117905.0,30-55,2-8,RuiMachado,"Lourinhã,Portugal","Lourinhã,Portugal"
147,148,DavidFerrer,ESP,36.0,1982.04.02,2000.0,73.0,175.0,"Right-Handed,Two-Handed",2906.0,2746.0,63.0,69.0,52.0,7161.0,60.0,12746.0,78.0,63.0,33.0,55.0,9085.0,44.0,12605.0,31.0,42.0,52.0,31230696,418855.0,726-370,9-17,FranciscoFogues,"Javea,Spain","Valencia,Spain"
